check_id,category,severity,status,file,record_id,field,observed,expected,tolerance,message
TRN-001,transport,info,passed,dc_market.csv,C08|C01,transport_cost_baseline,37.951095,37.95129000000001,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C08|C02,transport_cost_baseline,110.502132,110.50221,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C08|C03,transport_cost_baseline,28.314078,28.314,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C08|C04,transport_cost_baseline,46.912905,46.91310000000001,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C08|C05,transport_cost_baseline,33.1461,33.1461,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C08|C06,transport_cost_baseline,57.732987,57.73287,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C08|C07,transport_cost_baseline,165.00822,165.00822000000002,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C08|C08,transport_cost_baseline,0.0,0.0,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C08|M09,transport_cost_baseline,62.823462,62.82354000000001,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C08|M10,transport_cost_baseline,63.976575,63.976380000000006,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C08|M11,transport_cost_baseline,88.681125,88.68093,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C08|M12,transport_cost_baseline,37.878594,37.878750000000004,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C08|M13,transport_cost_baseline,31.838274,31.838430000000002,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C08|M14,transport_cost_baseline,110.626191,110.62622999999999,0.0005,distance times transport rate (6-decimal output rounding)
TRN-001,transport,info,passed,dc_market.csv,C08|M15,transport_cost_baseline,92.722539,92.7225,0.0005,distance times transport rate (6-decimal output rounding)
UNT-001,units,info,passed,processed,,,0,0,,blank/non-finite cells; structural text fields may be intentionally absent
EMI-001,emissions,info,passed,dc_emission_params.csv,,,,hat_f=fixed_dc_emission; hat_h=inventory_emission_factor,,DC emission parameters
EMI-002,emissions,info,passed,baseline.json,,,6.996e-05,>0 finite,,transport emissions are derived-on-use as road distance times factor
SCH-001,schema,info,passed,processed_field_inventory.csv,,,[],all declared column orders match,,data dictionary schema
LIN-001,lineage,info,passed,record_lineage.csv,,,918,918,,lineage record count
LIN-002,lineage,info,passed,record_lineage.csv,,,918,unique lineage_id,,lineage ID uniqueness
LIN-003,lineage,info,passed,processed,,,918,918,,processed non-empty value count
LIN-004,lineage,info,passed,processed;record_lineage.csv,,,"processed=918,lineage=918",strict bijection,,processed-to-lineage exact value mapping
LIN-005,lineage,info,passed,record_lineage.csv,,,0,0,,parent references
LIN-006,lineage,info,passed,record_lineage.csv,,,0,0,,source-record foreign keys
LIN-007,lineage,info,passed,record_lineage.csv,,,0,0,,scenario foreign keys
LIN-008,lineage,info,passed,record_lineage.csv,,,0,0,,transformation registry foreign keys
WARN-001,limitations,warning,warning,dc_market.csv,C01|C01,road_distance_km,0,0,0,same-city structural zero is permitted
WARN-002,limitations,warning,warning,market_params.csv,M15,observed_price_cny_per_tonne,proxy,direct observation,,Jinhua price is a documented geographic proxy
WARN-003,limitations,warning,warning,dc_params.csv,C02|C07,rent_status,specific_listing,city_average,,"rents are specific listings, not city averages"
WARN-004,limitations,warning,warning,source_records.csv,all,observation_date,mixed,single date,,"source time bases differ across statistics, prices, and rents"
WARN-005,limitations,warning,warning,case_config.json,case_config,carbon_quota,not_yet_generated,generated quota,,carbon quota is not generated in this preview
CFG-001,configuration,info,passed,baseline.json,,,"unused=[],cache=True,version_ok=True",known keys used/reserved; carbon_quota not_yet_generated; allow_network=false; cache exists; version matches,,configuration coverage
